nypd_pct_cd,incident_date,cip_jobs,counts
76.0,2025-04-14,Serious,1
76.0,2025-04-15,Critical,1
76.0,2025-04-15,Non CIP,150
76.0,2025-04-15,Non Critical,3
76.0,2025-04-16,Critical,1
76.0,2025-04-16,Non CIP,164
76.0,2025-04-16,Non Critical,3
76.0,2025-04-16,Serious,1
76.0,2025-04-17,Critical,1
76.0,2025-04-17,Non CIP,143
76.0,2025-04-17,Non Critical,3
76.0,2025-04-17,Serious,3
76.0,2025-04-18,Critical,1
76.0,2025-04-18,Non CIP,130
76.0,2025-04-18,Non Critical,1
76.0,2025-04-19,Critical,1
76.0,2025-04-19,Non CIP,150
76.0,2025-04-19,Non Critical,5
76.0,2025-04-20,Critical,1
76.0,2025-04-20,Non CIP,126
76.0,2025-04-20,Non Critical,4
76.0,2025-04-20,Serious,3
76.0,2025-04-21,Non CIP,138
76.0,2025-04-21,Non Critical,1
76.0,2025-04-21,Serious,6
76.0,2025-04-22,Non CIP,149
76.0,2025-04-22,Non Critical,5
76.0,2025-04-22,Serious,2
76.0,2025-04-23,Critical,1
76.0,2025-04-23,Non CIP,165
76.0,2025-04-24,Critical,2
76.0,2025-04-24,Non CIP,156
76.0,2025-04-24,Non Critical,4
76.0,2025-04-24,Serious,1
76.0,2025-04-25,Critical,4
76.0,2025-04-25,Non CIP,157
76.0,2025-04-25,Non Critical,4
76.0,2025-04-26,Critical,1
76.0,2025-04-26,Non CIP,119
76.0,2025-04-26,Non Critical,4
76.0,2025-04-26,Serious,1
76.0,2025-04-27,Non CIP,156
76.0,2025-04-27,Non Critical,1
76.0,2025-04-27,Serious,4
76.0,2025-04-28,Critical,2
76.0,2025-04-28,Non CIP,139
76.0,2025-04-28,Non Critical,1
76.0,2025-04-28,Serious,4
76.0,2025-04-29,Critical,1
76.0,2025-04-29,Non CIP,144
76.0,2025-04-29,Non Critical,5
76.0,2025-04-29,Serious,2
76.0,2025-04-30,Critical,1
76.0,2025-04-30,Non CIP,153
76.0,2025-04-30,Non Critical,2
76.0,2025-05-01,Critical,2
76.0,2025-05-01,Non CIP,163
76.0,2025-05-01,Non Critical,4
76.0,2025-05-01,Serious,2
76.0,2025-05-02,Critical,3
76.0,2025-05-02,Non CIP,146
76.0,2025-05-02,Non Critical,5
76.0,2025-05-02,Serious,2
76.0,2025-05-03,Non CIP,132
76.0,2025-05-03,Non Critical,1
76.0,2025-05-03,Serious,3
76.0,2025-05-04,Non CIP,112
76.0,2025-05-04,Non Critical,2
76.0,2025-05-05,Non CIP,119
76.0,2025-05-05,Non Critical,2
76.0,2025-05-06,Critical,1
76.0,2025-05-06,Non CIP,117
76.0,2025-05-06,Non Critical,2
76.0,2025-05-06,Serious,3
76.0,2025-05-07,Non CIP,135
76.0,2025-05-07,Non Critical,3
76.0,2025-05-08,Non CIP,130
76.0,2025-05-08,Non Critical,5
76.0,2025-05-08,Serious,1
76.0,2025-05-09,Critical,1
76.0,2025-05-09,Non CIP,129
76.0,2025-05-09,Non Critical,2
76.0,2025-05-09,Serious,1
76.0,2025-05-10,Critical,3
76.0,2025-05-10,Non CIP,132
76.0,2025-05-10,Non Critical,5
76.0,2025-05-10,Serious,1
76.0,2025-05-11,Critical,2
76.0,2025-05-11,Non CIP,141
76.0,2025-05-11,Non Critical,5
76.0,2025-05-11,Serious,1
76.0,2025-05-12,Non CIP,161
76.0,2025-05-12,Non Critical,2
76.0,2025-05-13,Critical,5
76.0,2025-05-13,Non CIP,163
76.0,2025-05-13,Non Critical,5
76.0,2025-05-13,Serious,5
76.0,2025-05-14,Critical,4
76.0,2025-05-14,Non CIP,161
76.0,2025-05-14,Non Critical,2
76.0,2025-05-14,Serious,2
76.0,2025-05-15,Critical,1
76.0,2025-05-15,Non CIP,155
76.0,2025-05-15,Non Critical,4
76.0,2025-05-15,Serious,2
76.0,2025-05-16,Critical,4
76.0,2025-05-16,Non CIP,178
76.0,2025-05-16,Non Critical,5
76.0,2025-05-16,Serious,4
76.0,2025-05-17,Non CIP,146
76.0,2025-05-17,Non Critical,4
76.0,2025-05-17,Serious,1
76.0,2025-05-18,Critical,4
76.0,2025-05-18,Non CIP,146
76.0,2025-05-18,Non Critical,4
76.0,2025-05-18,Serious,1
76.0,2025-05-19,Non CIP,132
76.0,2025-05-19,Non Critical,1
76.0,2025-05-20,Critical,3
76.0,2025-05-20,Non CIP,143
76.0,2025-05-20,Non Critical,1
76.0,2025-05-20,Serious,2
76.0,2025-05-21,Non CIP,144
76.0,2025-05-21,Non Critical,1
76.0,2025-05-21,Serious,1
76.0,2025-05-22,Critical,1
76.0,2025-05-22,Non CIP,166
76.0,2025-05-22,Non Critical,4
76.0,2025-05-22,Serious,1
76.0,2025-05-23,Critical,1
76.0,2025-05-23,Non CIP,190
76.0,2025-05-23,Non Critical,3
76.0,2025-05-23,Serious,1
76.0,2025-05-24,Critical,2
76.0,2025-05-24,Non CIP,201
76.0,2025-05-24,Non Critical,2
76.0,2025-05-24,Serious,1
76.0,2025-05-25,Critical,1
76.0,2025-05-25,Non CIP,190
76.0,2025-05-25,Non Critical,2
76.0,2025-05-25,Serious,1
76.0,2025-05-26,Critical,2
76.0,2025-05-26,Non CIP,165
76.0,2025-05-26,Non Critical,2
76.0,2025-05-26,Serious,2
76.0,2025-05-27,Critical,1
76.0,2025-05-27,Non CIP,162
76.0,2025-05-27,Non Critical,5
76.0,2025-05-27,Serious,1
76.0,2025-05-28,Non CIP,164
76.0,2025-05-28,Non Critical,3
76.0,2025-05-28,Serious,2
76.0,2025-05-29,Critical,1
76.0,2025-05-29,Non CIP,166
76.0,2025-05-29,Non Critical,3
76.0,2025-05-30,Non CIP,173
76.0,2025-05-30,Non Critical,1
76.0,2025-05-30,Serious,4
76.0,2025-05-31,Critical,1
76.0,2025-05-31,Non CIP,171
76.0,2025-05-31,Non Critical,3
76.0,2025-05-31,Serious,4
76.0,2025-06-01,Non CIP,221
76.0,2025-06-01,Non Critical,5
76.0,2025-06-01,Serious,1
76.0,2025-06-02,Critical,2
76.0,2025-06-02,Non CIP,148
76.0,2025-06-02,Non Critical,4
76.0,2025-06-02,Serious,1
76.0,2025-06-03,Critical,1
76.0,2025-06-03,Non CIP,173
76.0,2025-06-03,Non Critical,3
76.0,2025-06-03,Serious,2
76.0,2025-06-04,Critical,1
76.0,2025-06-04,Non CIP,172
76.0,2025-06-04,Non Critical,1
76.0,2025-06-04,Serious,1
76.0,2025-06-05,Critical,2
76.0,2025-06-05,Non CIP,162
76.0,2025-06-05,Non Critical,7
76.0,2025-06-05,Serious,1
76.0,2025-06-06,Critical,1
76.0,2025-06-06,Non CIP,145
76.0,2025-06-06,Non Critical,3
76.0,2025-06-06,Serious,2
76.0,2025-06-07,Critical,3
76.0,2025-06-07,Non CIP,153
76.0,2025-06-07,Non Critical,6
76.0,2025-06-07,Serious,4
76.0,2025-06-08,Critical,5
76.0,2025-06-08,Non CIP,140
76.0,2025-06-08,Non Critical,4
76.0,2025-06-08,Serious,3
76.0,2025-06-09,Critical,3
76.0,2025-06-09,Non CIP,128
76.0,2025-06-09,Non Critical,3
76.0,2025-06-10,Critical,1
76.0,2025-06-10,Non CIP,133
76.0,2025-06-10,Non Critical,2
76.0,2025-06-10,Serious,1
76.0,2025-06-11,Critical,2
76.0,2025-06-11,Non CIP,173
76.0,2025-06-11,Non Critical,3
76.0,2025-06-12,Critical,2
76.0,2025-06-12,Non CIP,154
76.0,2025-06-12,Non Critical,5
76.0,2025-06-12,Serious,1
76.0,2025-06-13,Critical,2
76.0,2025-06-13,Non CIP,175
76.0,2025-06-13,Non Critical,3
76.0,2025-06-13,Serious,4
76.0,2025-06-14,Non CIP,151
76.0,2025-06-14,Non Critical,2
76.0,2025-06-15,Non CIP,162
76.0,2025-06-15,Non Critical,2
76.0,2025-06-15,Serious,4
76.0,2025-06-16,Critical,1
76.0,2025-06-16,Non CIP,173
76.0,2025-06-16,Non Critical,4
76.0,2025-06-17,Non CIP,140
76.0,2025-06-17,Non Critical,1
76.0,2025-06-18,Non CIP,175
76.0,2025-06-18,Non Critical,3
76.0,2025-06-18,Serious,2
76.0,2025-06-19,Critical,3
76.0,2025-06-19,Non CIP,151
76.0,2025-06-19,Non Critical,3
76.0,2025-06-19,Serious,2
76.0,2025-06-20,Critical,4
76.0,2025-06-20,Non CIP,182
76.0,2025-06-20,Non Critical,3
76.0,2025-06-20,Serious,1
76.0,2025-06-21,Critical,2
76.0,2025-06-21,Non CIP,179
76.0,2025-06-21,Non Critical,3
76.0,2025-06-21,Serious,1
76.0,2025-06-22,Critical,1
76.0,2025-06-22,Non CIP,178
76.0,2025-06-22,Non Critical,2
76.0,2025-06-22,Serious,1
76.0,2025-06-23,Non CIP,128
76.0,2025-06-23,Serious,3
76.0,2025-06-24,Non CIP,129
76.0,2025-06-24,Non Critical,2
76.0,2025-06-25,Critical,2
76.0,2025-06-25,Non CIP,147
76.0,2025-06-25,Non Critical,3
76.0,2025-06-26,Critical,1
76.0,2025-06-26,Non CIP,139
76.0,2025-06-26,Non Critical,1
76.0,2025-06-26,Serious,1
76.0,2025-06-27,Critical,2
76.0,2025-06-27,Non CIP,150
76.0,2025-06-27,Non Critical,1
76.0,2025-06-27,Serious,1
76.0,2025-06-28,Critical,1
76.0,2025-06-28,Non CIP,146
76.0,2025-06-28,Non Critical,3
76.0,2025-06-28,Serious,1
76.0,2025-06-29,Critical,1
76.0,2025-06-29,Non CIP,119
76.0,2025-06-29,Non Critical,1
76.0,2025-06-29,Serious,1
76.0,2025-06-30,Critical,1
76.0,2025-06-30,Non CIP,97
76.0,2025-06-30,Non Critical,1
76.0,2025-06-30,Serious,1
77.0,2022-01-01,Critical,7
77.0,2022-01-01,Non CIP,241
77.0,2022-01-01,Non Critical,9
77.0,2022-01-01,Serious,1
77.0,2022-01-02,Critical,2
77.0,2022-01-02,Non CIP,269
77.0,2022-01-02,Non Critical,2
77.0,2022-01-02,Serious,6
77.0,2022-01-03,Critical,3
77.0,2022-01-03,Non CIP,255
77.0,2022-01-03,Non Critical,10
77.0,2022-01-03,Serious,12
77.0,2022-01-04,Critical,2
77.0,2022-01-04,Non CIP,234
77.0,2022-01-04,Non Critical,5
77.0,2022-01-04,Serious,3
77.0,2022-01-05,Critical,1
77.0,2022-01-05,Non CIP,231
77.0,2022-01-05,Non Critical,3
77.0,2022-01-05,Serious,5
77.0,2022-01-06,Critical,3
77.0,2022-01-06,Non CIP,244
77.0,2022-01-06,Non Critical,7
77.0,2022-01-06,Serious,3
77.0,2022-01-07,Critical,2
77.0,2022-01-07,Non CIP,247
77.0,2022-01-07,Non Critical,9
77.0,2022-01-07,Serious,1
77.0,2022-01-08,Critical,9
77.0,2022-01-08,Non CIP,251
77.0,2022-01-08,Non Critical,6
77.0,2022-01-08,Serious,3
77.0,2022-01-09,Critical,2
77.0,2022-01-09,Non CIP,240
77.0,2022-01-09,Non Critical,12
77.0,2022-01-09,Serious,3
77.0,2022-01-10,Critical,1
77.0,2022-01-10,Non CIP,257
77.0,2022-01-10,Non Critical,12
77.0,2022-01-10,Serious,3
77.0,2022-01-11,Critical,1
77.0,2022-01-11,Non CIP,278
77.0,2022-01-11,Non Critical,6
77.0,2022-01-11,Serious,5
77.0,2022-01-12,Non CIP,288
77.0,2022-01-12,Non Critical,4
77.0,2022-01-12,Serious,7
77.0,2022-01-13,Critical,4
77.0,2022-01-13,Non CIP,291
77.0,2022-01-13,Non Critical,8
77.0,2022-01-13,Serious,7
77.0,2022-01-14,Critical,1
77.0,2022-01-14,Non CIP,274
77.0,2022-01-14,Non Critical,10
77.0,2022-01-14,Serious,1
77.0,2022-01-15,Critical,5
77.0,2022-01-15,Non CIP,308
77.0,2022-01-15,Non Critical,9
77.0,2022-01-15,Serious,4
77.0,2022-01-16,Non CIP,330
77.0,2022-01-16,Non Critical,5
77.0,2022-01-16,Serious,6
77.0,2022-01-17,Critical,3
77.0,2022-01-17,Non CIP,299
77.0,2022-01-17,Non Critical,8
77.0,2022-01-17,Serious,5
77.0,2022-01-18,Critical,6
77.0,2022-01-18,Non CIP,277
77.0,2022-01-18,Non Critical,9
77.0,2022-01-18,Serious,5
77.0,2022-01-19,Critical,3
77.0,2022-01-19,Non CIP,310
77.0,2022-01-19,Non Critical,6
77.0,2022-01-19,Serious,4
77.0,2022-01-20,Critical,4
77.0,2022-01-20,Non CIP,329
77.0,2022-01-20,Non Critical,7
77.0,2022-01-20,Serious,2
77.0,2022-01-21,Critical,1
77.0,2022-01-21,Non CIP,359
77.0,2022-01-21,Non Critical,4
77.0,2022-01-21,Serious,3
77.0,2022-01-22,Critical,2
77.0,2022-01-22,Non CIP,301
77.0,2022-01-22,Non Critical,2
77.0,2022-01-22,Serious,4
77.0,2022-01-23,Critical,3
77.0,2022-01-23,Non CIP,287
77.0,2022-01-23,Non Critical,7
77.0,2022-01-23,Serious,4
77.0,2022-01-24,Critical,2
77.0,2022-01-24,Non CIP,300
77.0,2022-01-24,Non Critical,3
77.0,2022-01-24,Serious,8
77.0,2022-01-25,Critical,6
77.0,2022-01-25,Non CIP,266
77.0,2022-01-25,Non Critical,12
77.0,2022-01-25,Serious,8
77.0,2022-01-26,Critical,1
77.0,2022-01-26,Non CIP,279
77.0,2022-01-26,Non Critical,5
77.0,2022-01-26,Serious,4
77.0,2022-01-27,Critical,1
77.0,2022-01-27,Non CIP,261
77.0,2022-01-27,Non Critical,9
77.0,2022-01-27,Serious,4
77.0,2022-01-28,Critical,1
77.0,2022-01-28,Non CIP,267
77.0,2022-01-28,Non Critical,7
77.0,2022-01-28,Serious,5
77.0,2022-01-29,Critical,1
77.0,2022-01-29,Non CIP,238
77.0,2022-01-29,Non Critical,4
77.0,2022-01-29,Serious,3
77.0,2022-01-30,Critical,3
77.0,2022-01-30,Non CIP,271
77.0,2022-01-30,Non Critical,6
77.0,2022-01-30,Serious,7
77.0,2022-01-31,Critical,3
77.0,2022-01-31,Non CIP,295
77.0,2022-01-31,Non Critical,6
77.0,2022-02-01,Critical,3
77.0,2022-02-01,Non CIP,310
77.0,2022-02-01,Non Critical,11
77.0,2022-02-01,Serious,11
77.0,2022-02-02,Critical,6
77.0,2022-02-02,Non CIP,241
77.0,2022-02-02,Non Critical,9
77.0,2022-02-02,Serious,7
77.0,2022-02-03,Critical,1
77.0,2022-02-03,Non CIP,272
77.0,2022-02-03,Non Critical,5
77.0,2022-02-03,Serious,8
77.0,2022-02-04,Non CIP,291
77.0,2022-02-04,Non Critical,10
77.0,2022-02-04,Serious,3
77.0,2022-02-05,Critical,4
77.0,2022-02-05,Non CIP,281
77.0,2022-02-05,Non Critical,6
77.0,2022-02-05,Serious,2
77.0,2022-02-06,Critical,2
77.0,2022-02-06,Non CIP,235
77.0,2022-02-06,Non Critical,12
77.0,2022-02-06,Serious,3
77.0,2022-02-07,Critical,5
77.0,2022-02-07,Non CIP,225
77.0,2022-02-07,Non Critical,7
77.0,2022-02-07,Serious,6
77.0,2022-02-08,Critical,3
77.0,2022-02-08,Non CIP,257
77.0,2022-02-08,Non Critical,3
77.0,2022-02-08,Serious,6
77.0,2022-02-09,Critical,2
77.0,2022-02-09,Non CIP,242
77.0,2022-02-09,Non Critical,8
77.0,2022-02-09,Serious,3
77.0,2022-02-10,Critical,3
77.0,2022-02-10,Non CIP,286
77.0,2022-02-10,Non Critical,10
77.0,2022-02-10,Serious,5
77.0,2022-02-11,Critical,5
77.0,2022-02-11,Non CIP,288
77.0,2022-02-11,Non Critical,3
77.0,2022-02-11,Serious,5
77.0,2022-02-12,Critical,7
77.0,2022-02-12,Non CIP,296
77.0,2022-02-12,Non Critical,5
77.0,2022-02-12,Serious,3
77.0,2022-02-13,Critical,1
77.0,2022-02-13,Non CIP,248
77.0,2022-02-13,Non Critical,4
77.0,2022-02-13,Serious,3
77.0,2022-02-14,Critical,3
77.0,2022-02-14,Non CIP,238
77.0,2022-02-14,Non Critical,7
77.0,2022-02-14,Serious,5
77.0,2022-02-15,Critical,1
77.0,2022-02-15,Non CIP,279
77.0,2022-02-15,Non Critical,5
77.0,2022-02-15,Serious,6
77.0,2022-02-16,Critical,1
77.0,2022-02-16,Non CIP,239
77.0,2022-02-16,Non Critical,7
77.0,2022-02-16,Serious,6
77.0,2022-02-17,Critical,2
77.0,2022-02-17,Non CIP,264
77.0,2022-02-17,Non Critical,8
77.0,2022-02-17,Serious,5
77.0,2022-02-18,Critical,1
77.0,2022-02-18,Non CIP,305
77.0,2022-02-18,Non Critical,9
77.0,2022-02-18,Serious,2
77.0,2022-02-19,Critical,5
77.0,2022-02-19,Non CIP,301
77.0,2022-02-19,Non Critical,5
77.0,2022-02-19,Serious,3
77.0,2022-02-20,Critical,2
77.0,2022-02-20,Non CIP,236
77.0,2022-02-20,Non Critical,3
77.0,2022-02-20,Serious,4
77.0,2022-02-21,Critical,1
77.0,2022-02-21,Non CIP,239
77.0,2022-02-21,Non Critical,11
77.0,2022-02-21,Serious,5
77.0,2022-02-22,Critical,2
77.0,2022-02-22,Non CIP,317
77.0,2022-02-22,Non Critical,8
77.0,2022-02-22,Serious,5
77.0,2022-02-23,Critical,4
77.0,2022-02-23,Non CIP,297
77.0,2022-02-23,Non Critical,6
77.0,2022-02-23,Serious,4
77.0,2022-02-24,Critical,4
77.0,2022-02-24,Non CIP,292
77.0,2022-02-24,Non Critical,8
77.0,2022-02-24,Serious,4
77.0,2022-02-25,Non CIP,278
77.0,2022-02-25,Non Critical,5
77.0,2022-02-25,Serious,5
77.0,2022-02-26,Critical,3
77.0,2022-02-26,Non CIP,293
77.0,2022-02-26,Non Critical,7
77.0,2022-02-26,Serious,4
77.0,2022-02-27,Critical,3
77.0,2022-02-27,Non CIP,241
77.0,2022-02-27,Non Critical,6
77.0,2022-02-27,Serious,5
77.0,2022-02-28,Critical,1
77.0,2022-02-28,Non CIP,254
77.0,2022-02-28,Non Critical,5
77.0,2022-02-28,Serious,4
77.0,2022-03-01,Critical,1
77.0,2022-03-01,Non CIP,252
77.0,2022-03-01,Non Critical,12
77.0,2022-03-01,Serious,3
77.0,2022-03-02,Critical,2
77.0,2022-03-02,Non CIP,265
77.0,2022-03-02,Non Critical,5
77.0,2022-03-02,Serious,1
77.0,2022-03-03,Critical,3
77.0,2022-03-03,Non CIP,297
77.0,2022-03-03,Non Critical,7
77.0,2022-03-03,Serious,6
77.0,2022-03-04,Critical,4
77.0,2022-03-04,Non CIP,282
77.0,2022-03-04,Non Critical,9
77.0,2022-03-04,Serious,3
77.0,2022-03-05,Critical,3
77.0,2022-03-05,Non CIP,281
77.0,2022-03-05,Non Critical,6
77.0,2022-03-05,Serious,4
77.0,2022-03-06,Non CIP,304
77.0,2022-03-06,Non Critical,7
77.0,2022-03-06,Serious,2
77.0,2022-03-07,Critical,2
77.0,2022-03-07,Non CIP,259
77.0,2022-03-07,Non Critical,8
77.0,2022-03-07,Serious,4
77.0,2022-03-08,Non CIP,302
77.0,2022-03-08,Non Critical,7
77.0,2022-03-08,Serious,7
77.0,2022-03-09,Critical,1
77.0,2022-03-09,Non CIP,290
77.0,2022-03-09,Non Critical,3
77.0,2022-03-09,Serious,9
77.0,2022-03-10,Critical,10
77.0,2022-03-10,Non CIP,306
77.0,2022-03-10,Non Critical,14
77.0,2022-03-10,Serious,4
77.0,2022-03-11,Critical,5
77.0,2022-03-11,Non CIP,273
77.0,2022-03-11,Non Critical,12
77.0,2022-03-12,Critical,2
77.0,2022-03-12,Non CIP,306
77.0,2022-03-12,Non Critical,6
77.0,2022-03-12,Serious,3
77.0,2022-03-13,Critical,1
77.0,2022-03-13,Non CIP,295
77.0,2022-03-13,Non Critical,8
77.0,2022-03-13,Serious,4
77.0,2022-03-14,Critical,4
77.0,2022-03-14,Non CIP,265
77.0,2022-03-14,Non Critical,7
77.0,2022-03-14,Serious,5
77.0,2022-03-15,Critical,5
77.0,2022-03-15,Non CIP,316
77.0,2022-03-15,Non Critical,9
77.0,2022-03-15,Serious,5
77.0,2022-03-16,Non CIP,306
77.0,2022-03-16,Non Critical,8
77.0,2022-03-16,Serious,8
77.0,2022-03-17,Critical,5
77.0,2022-03-17,Non CIP,299
77.0,2022-03-17,Non Critical,9
77.0,2022-03-17,Serious,5
77.0,2022-03-18,Critical,4
77.0,2022-03-18,Non CIP,366
77.0,2022-03-18,Non Critical,5
77.0,2022-03-18,Serious,8
77.0,2022-03-19,Critical,5
77.0,2022-03-19,Non CIP,323
77.0,2022-03-19,Non Critical,7
77.0,2022-03-19,Serious,3
77.0,2022-03-20,Critical,4
77.0,2022-03-20,Non CIP,326
77.0,2022-03-20,Non Critical,3
77.0,2022-03-20,Serious,2
77.0,2022-03-21,Critical,1
77.0,2022-03-21,Non CIP,304
77.0,2022-03-21,Non Critical,10
77.0,2022-03-21,Serious,4
77.0,2022-03-22,Critical,6
77.0,2022-03-22,Non CIP,295
77.0,2022-03-22,Non Critical,4
77.0,2022-03-22,Serious,3
77.0,2022-03-23,Non CIP,322
77.0,2022-03-23,Non Critical,9
77.0,2022-03-23,Serious,8
77.0,2022-03-24,Critical,5
77.0,2022-03-24,Non CIP,298
77.0,2022-03-24,Non Critical,7
77.0,2022-03-24,Serious,2
77.0,2022-03-25,Critical,1
77.0,2022-03-25,Non CIP,330
77.0,2022-03-25,Non Critical,13
77.0,2022-03-25,Serious,10
77.0,2022-03-26,Critical,1
77.0,2022-03-26,Non CIP,323
77.0,2022-03-26,Non Critical,8
77.0,2022-03-26,Serious,4
77.0,2022-03-27,Critical,4
77.0,2022-03-27,Non CIP,255
77.0,2022-03-27,Non Critical,4
77.0,2022-03-27,Serious,4
77.0,2022-03-28,Non CIP,347
77.0,2022-03-28,Non Critical,1
77.0,2022-03-28,Serious,2
77.0,2022-03-29,Critical,2
77.0,2022-03-29,Non CIP,304
77.0,2022-03-29,Non Critical,2
77.0,2022-03-29,Serious,8
77.0,2022-03-30,Critical,2
77.0,2022-03-30,Non CIP,310
77.0,2022-03-30,Non Critical,8
77.0,2022-03-30,Serious,4
77.0,2022-03-31,Critical,6
77.0,2022-03-31,Non CIP,328
77.0,2022-03-31,Non Critical,11
77.0,2022-03-31,Serious,3
77.0,2022-04-01,Critical,1
77.0,2022-04-01,Non CIP,299
77.0,2022-04-01,Non Critical,5
77.0,2022-04-01,Serious,4
77.0,2022-04-02,Critical,3
77.0,2022-04-02,Non CIP,308
77.0,2022-04-02,Non Critical,4
77.0,2022-04-02,Serious,3
77.0,2022-04-03,Critical,2
77.0,2022-04-03,Non CIP,310
77.0,2022-04-03,Non Critical,12
77.0,2022-04-03,Serious,2
77.0,2022-04-04,Critical,1
77.0,2022-04-04,Non CIP,290
77.0,2022-04-04,Non Critical,5
77.0,2022-04-04,Serious,5
77.0,2022-04-05,Critical,3
77.0,2022-04-05,Non CIP,302
77.0,2022-04-05,Non Critical,9
77.0,2022-04-05,Serious,2
77.0,2022-04-06,Critical,2
77.0,2022-04-06,Non CIP,275
77.0,2022-04-06,Non Critical,13
77.0,2022-04-06,Serious,4
77.0,2022-04-07,Critical,1
77.0,2022-04-07,Non CIP,305
77.0,2022-04-07,Non Critical,8
77.0,2022-04-07,Serious,3
77.0,2022-04-08,Critical,2
77.0,2022-04-08,Non CIP,312
77.0,2022-04-08,Non Critical,3
77.0,2022-04-08,Serious,3
77.0,2022-04-09,Critical,4
77.0,2022-04-09,Non CIP,288
77.0,2022-04-09,Non Critical,4
77.0,2022-04-09,Serious,9
77.0,2022-04-10,Critical,3
77.0,2022-04-10,Non CIP,273
77.0,2022-04-10,Non Critical,7
77.0,2022-04-10,Serious,3
77.0,2022-04-11,Critical,2
77.0,2022-04-11,Non CIP,279
77.0,2022-04-11,Non Critical,10
77.0,2022-04-11,Serious,5
77.0,2022-04-12,Critical,1
77.0,2022-04-12,Non CIP,277
77.0,2022-04-12,Non Critical,7
77.0,2022-04-12,Serious,2
77.0,2022-04-13,Critical,4
77.0,2022-04-13,Non CIP,263
77.0,2022-04-13,Non Critical,5
77.0,2022-04-13,Serious,2
77.0,2022-04-14,Critical,4
77.0,2022-04-14,Non CIP,269
77.0,2022-04-14,Non Critical,7
77.0,2022-04-14,Serious,6
77.0,2022-04-15,Critical,5
77.0,2022-04-15,Non CIP,296
77.0,2022-04-15,Non Critical,5
77.0,2022-04-15,Serious,5
77.0,2022-04-16,Critical,2
77.0,2022-04-16,Non CIP,276
77.0,2022-04-16,Non Critical,4
77.0,2022-04-16,Serious,7
77.0,2022-04-17,Critical,3
77.0,2022-04-17,Non CIP,256
77.0,2022-04-17,Non Critical,8
77.0,2022-04-17,Serious,4
77.0,2022-04-18,Critical,5
77.0,2022-04-18,Non CIP,247
77.0,2022-04-18,Non Critical,6
77.0,2022-04-18,Serious,2
77.0,2022-04-19,Non CIP,254
77.0,2022-04-19,Non Critical,6
77.0,2022-04-19,Serious,4
77.0,2022-04-20,Critical,3
77.0,2022-04-20,Non CIP,245
77.0,2022-04-20,Non Critical,6
77.0,2022-04-20,Serious,4
77.0,2022-04-21,Critical,3
77.0,2022-04-21,Non CIP,288
77.0,2022-04-21,Non Critical,6
77.0,2022-04-21,Serious,4
77.0,2022-04-22,Critical,2
77.0,2022-04-22,Non CIP,246
77.0,2022-04-22,Non Critical,7
77.0,2022-04-22,Serious,3
77.0,2022-04-23,Critical,7
77.0,2022-04-23,Non CIP,275
77.0,2022-04-23,Non Critical,6
77.0,2022-04-23,Serious,1
77.0,2022-04-24,Critical,1
77.0,2022-04-24,Non CIP,293
77.0,2022-04-24,Non Critical,4
77.0,2022-04-24,Serious,6
77.0,2022-04-25,Critical,1
77.0,2022-04-25,Non CIP,271
77.0,2022-04-25,Non Critical,8
77.0,2022-04-25,Serious,1
77.0,2022-04-26,Critical,6
77.0,2022-04-26,Non CIP,284
77.0,2022-04-26,Non Critical,6
77.0,2022-04-26,Serious,2
77.0,2022-04-27,Critical,5
77.0,2022-04-27,Non CIP,278
77.0,2022-04-27,Non Critical,12
77.0,2022-04-27,Serious,4
77.0,2022-04-28,Critical,4
77.0,2022-04-28,Non CIP,277
77.0,2022-04-28,Non Critical,12
77.0,2022-04-28,Serious,5
77.0,2022-04-29,Critical,1
77.0,2022-04-29,Non CIP,260
77.0,2022-04-29,Non Critical,8
77.0,2022-04-29,Serious,2
77.0,2022-04-30,Critical,4
77.0,2022-04-30,Non CIP,276
77.0,2022-04-30,Non Critical,12
77.0,2022-04-30,Serious,8
77.0,2022-05-01,Critical,5
77.0,2022-05-01,Non CIP,287
77.0,2022-05-01,Non Critical,9
77.0,2022-05-01,Serious,5
77.0,2022-05-02,Critical,2
77.0,2022-05-02,Non CIP,242
77.0,2022-05-02,Non Critical,6
77.0,2022-05-02,Serious,3
77.0,2022-05-03,Critical,3
77.0,2022-05-03,Non CIP,341
77.0,2022-05-03,Non Critical,5
77.0,2022-05-03,Serious,5
77.0,2022-05-04,Critical,6
77.0,2022-05-04,Non CIP,315
77.0,2022-05-04,Non Critical,10
77.0,2022-05-04,Serious,3
77.0,2022-05-05,Critical,2
77.0,2022-05-05,Non CIP,297
77.0,2022-05-05,Non Critical,10
77.0,2022-05-05,Serious,6
77.0,2022-05-06,Critical,7
77.0,2022-05-06,Non CIP,299
77.0,2022-05-06,Non Critical,4
77.0,2022-05-06,Serious,5
77.0,2022-05-07,Critical,3
77.0,2022-05-07,Non CIP,265
77.0,2022-05-07,Non Critical,5
77.0,2022-05-07,Serious,2
77.0,2022-05-08,Critical,1
77.0,2022-05-08,Non CIP,275
77.0,2022-05-08,Non Critical,13
77.0,2022-05-08,Serious,8
77.0,2022-05-09,Critical,9
77.0,2022-05-09,Non CIP,306
77.0,2022-05-09,Non Critical,4
77.0,2022-05-09,Serious,8
77.0,2022-05-10,Critical,2
77.0,2022-05-10,Non CIP,336
